HCPCS_Cd,RBCS_Id,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_Subcat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_Cd_Add_Dt,HCPCS_Cd_End_Dt,RBCS_Latest_Assignment,First_RBCS_Release_Year,RBCS_Analysis_Start_Dt,RBCS_Analysis_End_Dt,Alt_Assignment_Method,RBCS_Id_Ever_Reassigned
81001,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1996,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
81002,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
81003,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
81005,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
81007,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1990,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
81015,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
81020,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
81025,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
81050,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
81099,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
81506,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2013,12/31/9999,1,2021,01/01/2014,12/31/9999,0,0
81510,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2013,12/31/9999,1,2021,01/01/2014,12/31/9999,0,0
81596,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2019,12/31/9999,1,2021,01/01/2019,12/31/9999,0,0
82009,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82010,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82013,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82016,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82017,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82024,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82030,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82040,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82042,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82043,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82044,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82045,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2005,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82075,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82077,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2021,12/31/9999,1,2023,01/01/2021,12/31/9999,0,0
82085,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82088,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82103,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82104,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82105,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82106,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82107,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2007,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82108,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82120,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2000,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82127,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82128,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82131,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82135,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82136,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82139,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82140,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82143,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82150,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82154,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82157,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82160,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82163,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82164,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82172,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1987,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82175,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82180,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82232,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1983,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82239,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82240,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82247,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82248,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82252,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82261,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82286,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82300,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82306,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82308,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82310,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82330,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82331,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82340,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82355,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82360,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82365,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82370,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82373,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82374,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82375,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82376,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82378,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82379,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82380,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82382,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82383,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82384,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82387,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82390,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82397,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82415,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82435,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82436,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82438,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82441,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82465,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82480,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82482,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82485,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82495,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82507,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82523,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1997,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82525,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82528,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82530,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82533,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82540,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82542,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82550,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82552,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82553,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82554,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82565,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82570,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82575,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82585,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82595,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82600,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82607,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82608,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82610,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2008,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82615,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82626,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82627,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82633,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82634,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82638,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82642,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2019,12/31/9999,1,2021,01/01/2019,12/31/9999,0,0
82652,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82653,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
82656,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2005,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82657,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82658,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82668,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82670,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82671,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82672,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82677,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82679,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82681,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2021,12/31/9999,1,2023,01/01/2021,12/31/9999,0,0
82693,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82696,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82705,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82710,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82715,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82725,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82726,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82728,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82731,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82735,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82746,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82747,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82757,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82759,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82760,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82775,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82776,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82777,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2013,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82800,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82803,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82805,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82810,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82820,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82930,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82938,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82941,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82943,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82945,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82946,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82947,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82948,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82950,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82951,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82952,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82955,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82960,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82962,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1993,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82963,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1983,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82965,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82977,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82978,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82979,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
82985,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
83001,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
83002,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
83003,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
83006,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2015,12/31/9999,0,2020,01/01/2015,12/31/2018,0,1
83009,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/2005,12/31/9999,0,2020,01/01/2014,12/31/2018,0,1
83010,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
83012,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
83013,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
