HCPCS_Cd,RBCS_Id,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_Subcat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_Cd_Add_Dt,HCPCS_Cd_End_Dt,RBCS_Latest_Assignment,First_RBCS_Release_Year,RBCS_Analysis_Start_Dt,RBCS_Analysis_End_Dt,Alt_Assignment_Method,RBCS_Id_Ever_Reassigned
93453,PC002M,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,M,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93456,PC002M,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,M,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93457,PC002M,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,M,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93458,PC002M,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,M,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93459,PC002M,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,M,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93460,PC002M,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,M,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93461,PC002M,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,M,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93531,PC002M,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,M,01/01/1998,12/31/2021,0,2020,01/01/2014,12/31/2021,0,1
93532,PC002M,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,M,01/01/1998,12/31/2021,0,2020,01/01/2014,12/31/2021,0,1
93533,PC002M,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,M,01/01/1998,12/31/2021,0,2020,01/01/2014,12/31/2021,0,1
93580,PC002M,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,M,01/01/2003,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93581,PC002M,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,M,01/01/2003,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0205T,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2010,12/31/2019,1,2021,01/01/2014,12/31/2019,0,0
0287T,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2012,12/31/2016,1,2021,01/01/2014,12/31/2016,0,0
0291T,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2012,12/31/2016,1,2020,01/01/2014,12/31/2016,0,0
0292T,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2012,12/31/2016,1,2020,01/01/2014,12/31/2016,0,0
0343T,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2014,12/31/2014,1,2020,01/01/2014,12/31/2014,0,0
0344T,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2014,12/31/2014,1,2020,01/01/2014,12/31/2014,0,0
0483T,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2018,12/31/9999,1,2020,01/01/2018,12/31/9999,0,0
0484T,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2018,12/31/9999,1,2020,01/01/2018,12/31/9999,0,0
0793T,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,07/01/2023,12/31/9999,1,2024,07/01/2023,12/31/9999,0,0
0805T,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,07/01/2023,12/31/9999,1,2024,07/01/2023,12/31/9999,0,0
33904,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,0,2024,01/01/2023,12/31/2023,0,1
33967,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
33968,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2000,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
92978,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/1997,12/31/9999,0,2020,01/01/2014,12/31/2022,0,1
92979,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/1997,12/31/9999,0,2020,01/01/2014,12/31/2022,0,1
93451,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93452,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93454,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93455,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93463,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93464,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93530,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/1998,12/31/2021,1,2020,01/01/2014,12/31/2021,0,0
93531,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/1998,12/31/2021,1,2024,01/01/2014,12/31/2021,0,1
93532,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/1998,12/31/2021,1,2024,01/01/2014,12/31/2021,0,1
93533,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/1998,12/31/2021,1,2024,01/01/2014,12/31/2021,0,1
93561,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/1984,12/31/2021,1,2020,01/01/2014,12/31/2021,0,0
93562,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/1984,12/31/2021,1,2020,01/01/2014,12/31/2021,0,0
93563,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93564,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93565,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93566,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93567,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93568,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93569,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
93571,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93572,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93573,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
93574,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
93575,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
93593,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
93594,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
93595,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
93596,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
93597,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
93598,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
C1760,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,04/01/2001,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
C7516,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
C7517,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
C7518,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
C7519,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
C7520,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
C7521,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
C7522,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
C7523,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
C7524,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
C7525,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
C7526,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
C7527,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
C7528,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
C7529,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
C7552,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
C7553,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
C7557,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2024,12/31/9999,1,2025,01/01/2024,12/31/9999,0,0
C7558,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2024,12/31/9999,1,2025,01/01/2024,12/31/9999,0,0
C9600,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2013,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
C9601,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2013,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
C9602,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2013,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
C9603,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2013,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
C9604,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2013,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
C9605,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2013,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
C9606,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2013,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
C9607,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2013,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
C9608,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2013,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
C9741,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,10/01/2014,12/31/2018,1,2020,10/01/2014,12/31/2018,0,0
C9758,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2020,12/31/9999,1,2022,01/01/2020,12/31/9999,0,0
C9759,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,07/01/2020,12/31/9999,1,2023,07/01/2020,12/31/9999,0,0
C9760,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,07/01/2020,12/31/9999,1,2023,07/01/2020,12/31/9999,0,0
C9772,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2021,12/31/9999,1,2023,01/01/2021,12/31/9999,0,0
C9773,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2021,12/31/9999,1,2023,01/01/2021,12/31/9999,0,0
C9774,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2021,12/31/9999,1,2023,01/01/2021,12/31/9999,0,0
C9775,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,01/01/2021,12/31/9999,1,2023,01/01/2021,12/31/9999,0,0
C9780,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,10/01/2021,12/31/9999,1,2023,10/01/2021,12/31/9999,0,0
C9782,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,04/01/2022,12/31/9999,1,2023,04/01/2022,12/31/9999,0,0
C9783,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,04/01/2022,12/31/9999,1,2023,04/01/2022,12/31/9999,0,0
C9792,PC002O,P,Procedure,PC,Cardiovascular,002,Percutaneous Transcatheterization,O,10/01/2023,12/31/9999,1,2024,10/01/2023,12/31/9999,0,0
33243,PC003M,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,M,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
33244,PC003M,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,M,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
33249,PC003M,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,M,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
33270,PC003M,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,M,01/01/2015,12/31/9999,1,2020,01/01/2015,12/31/9999,0,0
33271,PC003M,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,M,01/01/2015,12/31/9999,1,2020,01/01/2015,12/31/9999,0,0
33273,PC003M,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,M,01/01/2015,12/31/9999,1,2020,01/01/2015,12/31/9999,0,0
33975,PC003M,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,M,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
33976,PC003M,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,M,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
33977,PC003M,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,M,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
33978,PC003M,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,M,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
33979,PC003M,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,M,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
33980,PC003M,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,M,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
33981,PC003M,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,M,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
33982,PC003M,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,M,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
33983,PC003M,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,M,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0294T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2012,12/31/2017,1,2021,01/01/2014,12/31/2017,0,1
0414T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2016,12/31/9999,1,2021,01/01/2016,12/31/9999,0,0
0457T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2017,12/31/2021,0,2022,01/01/2017,12/31/2020,0,1
0458T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2017,12/31/2021,0,2021,01/01/2017,12/31/2020,0,1
0517T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2019,12/31/9999,1,2021,01/01/2019,12/31/9999,0,0
0518T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2019,12/31/9999,1,2021,01/01/2019,12/31/9999,0,0
0519T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2019,12/31/9999,1,2023,01/01/2019,12/31/9999,0,1
0520T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2019,12/31/9999,1,2023,01/01/2019,12/31/9999,0,0
0522T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2019,12/31/9999,1,2023,01/01/2019,12/31/9999,0,0
0527T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2020,0,1
0571T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2020,12/31/9999,1,2022,01/01/2020,12/31/9999,0,0
0572T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2020,12/31/9999,1,2023,01/01/2020,12/31/9999,0,0
0573T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2020,12/31/9999,1,2023,01/01/2020,12/31/9999,0,0
0574T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2020,12/31/9999,1,2022,01/01/2020,12/31/9999,0,0
0575T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2020,12/31/9999,1,2022,01/01/2020,12/31/9999,0,0
0577T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2020,12/31/9999,1,2022,01/01/2020,12/31/9999,0,0
0580T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2020,12/31/9999,1,2023,01/01/2020,12/31/9999,0,0
0614T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,07/01/2020,12/31/9999,1,2022,07/01/2020,12/31/9999,0,0
0674T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
0675T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
0676T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
0677T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
0678T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
0679T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
0680T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
0681T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
0682T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
0683T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
0684T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
0685T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
0695T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
0696T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
0861T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2024,12/31/9999,1,2025,01/01/2024,12/31/9999,0,0
0862T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2024,12/31/9999,1,2025,01/01/2024,12/31/9999,0,0
0863T,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2024,12/31/9999,1,2025,01/01/2024,12/31/9999,0,0
33262,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2012,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
33263,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2012,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
33264,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2012,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
33272,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2015,12/31/9999,1,2020,01/01/2015,12/31/9999,0,0
33285,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2019,12/31/9999,1,2021,01/01/2019,12/31/9999,0,0
33286,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2019,12/31/9999,1,2021,01/01/2019,12/31/9999,0,0
C7540,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2023,12/31/9999,1,2024,01/01/2023,12/31/9999,0,0
G0448,PC003O,P,Procedure,PC,Cardiovascular,003,Insertion/Removal/Replacement ICD,O,01/01/2012,12/31/9999,1,2025,01/01/2014,12/31/9999,0,1
93609,PC008M,P,Procedure,PC,Cardiovascular,008,Comprehensive Electrophysiologic Evaluation,M,01/01/1990,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93613,PC008M,P,Procedure,PC,Cardiovascular,008,Comprehensive Electrophysiologic Evaluation,M,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93619,PC008M,P,Procedure,PC,Cardiovascular,008,Comprehensive Electrophysiologic Evaluation,M,01/01/1994,12/31/9999,0,2020,01/01/2014,12/31/2022,0,1
93620,PC008M,P,Procedure,PC,Cardiovascular,008,Comprehensive Electrophysiologic Evaluation,M,01/01/1990,12/31/9999,0,2020,01/01/2014,12/31/2022,0,1
93621,PC008M,P,Procedure,PC,Cardiovascular,008,Comprehensive Electrophysiologic Evaluation,M,01/01/1990,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93622,PC008M,P,Procedure,PC,Cardiovascular,008,Comprehensive Electrophysiologic Evaluation,M,01/01/1990,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93631,PC008M,P,Procedure,PC,Cardiovascular,008,Comprehensive Electrophysiologic Evaluation,M,01/01/1990,12/31/9999,0,2020,01/01/2014,12/31/2022,0,1
93650,PC008M,P,Procedure,PC,Cardiovascular,008,Comprehensive Electrophysiologic Evaluation,M,01/01/1990,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93653,PC008M,P,Procedure,PC,Cardiovascular,008,Comprehensive Electrophysiologic Evaluation,M,01/01/2013,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93654,PC008M,P,Procedure,PC,Cardiovascular,008,Comprehensive Electrophysiologic Evaluation,M,01/01/2013,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
93655,PC008M,P,Procedure,PC,Cardiovascular,008,Comprehensive Electrophysiologic Evaluation,M,01/01/2013,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
