ZIP,Population_Total,Population_65Plus,ACS_Year
06382,10143,2049,2024-5yr
06384,2663,459,2024-5yr
06385,15966,3748,2024-5yr
06387,178,0,2024-5yr
06389,0,0,2024-5yr
06390,72,22,2024-5yr
06401,19315,3558,2024-5yr
06403,6147,1442,2024-5yr
06405,28217,8542,2024-5yr
06409,701,148,2024-5yr
06410,28904,6147,2024-5yr
06412,3825,1027,2024-5yr
06413,13377,3230,2024-5yr
06414,302,49,2024-5yr
06415,16038,3359,2024-5yr
06416,14334,3153,2024-5yr
06417,4458,983,2024-5yr
06418,12205,2511,2024-5yr
06419,6240,1594,2024-5yr
06420,4368,883,2024-5yr
06422,7208,1252,2024-5yr
06423,5182,1352,2024-5yr
06424,12751,2638,2024-5yr
06426,3267,1200,2024-5yr
06437,22067,5882,2024-5yr
